cli_document,frequencia,monetario,ultima_compra,primeira_compra,tipo_cliente,uf,recencia,recomprou,tempo_ate_segunda_compra
CLI_7DC508C7,1,234.92,2023-10-27,2023-10-27,ANTIGO,SP,431,0,
CLI_7DC521F3,2,841.87,2024-09-16,2024-04-17,NOVO,MG,106,1,152.0
CLI_7DC8E0C0,1,174.02,2024-11-28,2024-11-28,NOVO,RJ,33,0,
CLI_7DC9AECB,1,701.84,2023-07-15,2023-07-15,NOVO,SC,535,0,
CLI_7DCBCBE2,2,270.5,2024-12-10,2024-07-16,NOVO,PR,21,1,147.0
CLI_7DCCE506,1,115.98,2024-03-15,2024-03-15,ANTIGO,RJ,291,0,
CLI_7DCEA70B,1,63.94,2024-11-30,2024-11-30,NOVO,SP,31,0,
CLI_7DD0AE14,2,209.48,2024-12-11,2024-09-28,NOVO,RJ,20,1,74.0
CLI_7DD12D6E,3,705.4200000000001,2024-11-21,2024-01-16,ANTIGO,SP,40,1,104.0
CLI_7DD1F547,2,441.77,2024-10-28,2024-03-10,NOVO,MG,64,1,232.0
CLI_7DD29648,1,127.88,2023-07-05,2023-07-05,ANTIGO,SP,545,0,
CLI_7DD2D82E,2,376.06,2024-11-15,2023-11-03,ANTIGO,PR,46,1,378.0
CLI_7DD3D7F3,2,380.31,2023-11-29,2023-10-15,ANTIGO,MG,398,1,45.0
CLI_7DD4C569,1,269.9,2024-03-30,2024-03-30,NOVO,SP,276,0,
CLI_7DD4C7B5,1,292.5,2023-11-12,2023-11-12,NOVO,GO,415,0,
CLI_7DD54287,1,83.62,2024-03-25,2024-03-25,NOVO,SP,281,0,
CLI_7DD643F0,3,984.8,2024-08-08,2023-07-12,ANTIGO,SP,145,1,239.0
CLI_7DD71916,1,195.08,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_7DD9C0FF,2,209.85000000000002,2024-01-18,2024-01-02,NOVO,SP,348,1,16.0
CLI_7DDADC24,4,1132.7,2024-11-27,2023-09-15,ANTIGO,DF,34,1,180.0
CLI_7DDCF360,1,88.93,2023-12-02,2023-12-02,ANTIGO,RJ,395,0,
CLI_7DDD7005,1,455.7,2024-11-30,2024-11-30,NOVO,GO,31,0,
CLI_7DDFDB5B,1,333.39,2024-10-12,2024-10-12,ANTIGO,RJ,80,0,
CLI_7DE2594D,1,184.41,2023-09-17,2023-09-17,NOVO,SP,471,0,
CLI_7DE25E3B,1,128.11,2024-03-13,2024-03-13,NOVO,SP,293,0,
CLI_7DE5E514,1,852.65,2023-07-26,2023-07-26,NOVO,RS,524,0,
CLI_7DE69842,1,153.95,2024-05-10,2024-05-10,NOVO,MG,235,0,
CLI_7DE7530E,1,99.83,2024-07-01,2024-07-01,NOVO,SP,183,0,
CLI_7DE937D4,1,127.89,2024-03-03,2024-03-03,NOVO,SP,303,0,
CLI_7DEA29CD,2,506.09000000000003,2024-09-07,2023-09-22,ANTIGO,SP,115,1,351.0
CLI_7DEAC66B,1,68.34,2024-02-21,2024-02-21,NOVO,SP,314,0,
CLI_7DEC7DFA,1,89.91,2024-09-05,2024-09-05,NOVO,GO,117,0,
CLI_7DECC44D,1,199.8,2024-06-06,2024-06-06,NOVO,SP,208,0,
CLI_7DEDD88D,1,84.49,2024-07-10,2024-07-10,NOVO,PR,174,0,
CLI_7DEF3AF3,1,199.39,2024-11-07,2024-11-07,NOVO,SP,54,0,
CLI_7DEFC881,1,162.37,2023-09-10,2023-09-10,NOVO,DF,478,0,
CLI_7DF0869D,1,502.58,2024-10-16,2024-10-16,NOVO,SP,76,0,
CLI_7DF14EA7,1,299.09,2023-10-25,2023-10-25,NOVO,PR,433,0,
CLI_7DF295B6,1,55.97,2024-11-29,2024-11-29,NOVO,MG,32,0,
CLI_7DF2F305,1,103.96,2024-01-08,2024-01-08,NOVO,MG,358,0,
CLI_7DF4525C,1,144.9,2024-09-09,2024-09-09,NOVO,MG,113,0,
CLI_7DF4DF44,1,196.86,2024-01-29,2024-01-29,ANTIGO,RJ,337,0,
CLI_7DF69EA6,2,816.8,2024-06-03,2023-09-21,ANTIGO,MT,211,1,256.0
CLI_7DF81DC2,1,169.8,2024-05-12,2024-05-12,NOVO,DF,233,0,
CLI_7DFAC609,1,119.2,2024-09-28,2024-09-28,NOVO,RS,94,0,
CLI_7DFF6AA7,2,404.64,2024-08-31,2023-11-25,ANTIGO,BA,122,1,280.0
CLI_7E00956B,2,2699.24,2024-07-08,2024-06-20,NOVO,SP,176,1,18.0
CLI_7E02409B,1,147.7,2023-10-13,2023-10-13,NOVO,SP,445,0,
CLI_7E03F803,1,147.71,2023-11-18,2023-11-18,NOVO,SP,409,0,
CLI_7E0553CD,1,171.84,2023-11-21,2023-11-21,ANTIGO,RJ,406,0,
CLI_7E074CA5,1,98.92,2023-07-30,2023-07-30,NOVO,SP,520,0,
CLI_7E08FA7D,1,169.84,2024-08-31,2024-08-31,NOVO,SP,122,0,
CLI_7E09E5BB,1,268.02,2023-12-23,2023-12-23,NOVO,SP,374,0,
CLI_7E0B477D,3,996.49,2024-05-13,2023-08-17,NOVO,SP,232,1,159.0
CLI_7E0B6CA2,1,131.11,2024-02-07,2024-02-07,NOVO,SP,328,0,
CLI_7E0F039D,1,131.82,2023-08-17,2023-08-17,NOVO,SP,502,0,
CLI_7E10FCC7,1,198.19,2024-11-15,2024-11-15,NOVO,SP,46,0,
CLI_7E111B21,2,825.03,2024-11-26,2023-11-02,ANTIGO,ES,35,1,390.0
CLI_7E120FE6,1,119.92,2023-12-16,2023-12-16,ANTIGO,SP,381,0,
CLI_7E140434,1,208.82,2023-12-22,2023-12-22,ANTIGO,RJ,375,0,
CLI_7E144214,1,128.86,2024-03-13,2024-03-13,NOVO,ES,293,0,
CLI_7E14D7F8,1,176.29,2023-10-16,2023-10-16,NOVO,RJ,442,0,
CLI_7E158125,1,98.14,2024-12-05,2024-12-05,NOVO,DF,26,0,
CLI_7E183C08,1,93.97,2023-11-20,2023-11-20,NOVO,MG,407,0,
CLI_7E199B0E,1,135.82,2024-02-03,2024-02-03,NOVO,RJ,332,0,
CLI_7E19C492,1,232.01,2024-03-21,2024-03-21,NOVO,MG,285,0,
CLI_7E1E6F09,1,162.36,2024-02-04,2024-02-04,NOVO,SP,331,0,
CLI_7E2086DB,1,657.29,2024-12-09,2024-12-09,NOVO,PA,22,0,
CLI_7E209356,1,176.14,2023-08-01,2023-08-01,NOVO,PB,518,0,
CLI_7E2302E6,1,200.89,2023-08-17,2023-08-17,ANTIGO,MG,502,0,
CLI_7E23316D,1,165.61,2024-10-10,2024-10-10,NOVO,PR,82,0,
CLI_7E240D75,2,483.36,2024-05-15,2023-07-12,ANTIGO,RJ,230,1,308.0
CLI_7E24D00F,1,248.0,2024-02-11,2024-02-11,NOVO,SP,324,0,
CLI_7E2652F1,1,518.0,2024-10-26,2024-10-26,NOVO,SP,66,0,
CLI_7E26E0AC,1,358.55,2024-02-03,2024-02-03,ANTIGO,SP,332,0,
CLI_7E275883,1,181.89,2024-07-11,2024-07-11,NOVO,SC,173,0,
CLI_7E27FF7F,1,153.0,2023-10-17,2023-10-17,ANTIGO,RJ,441,0,
CLI_7E2AF623,1,137.25,2024-06-09,2024-06-09,ANTIGO,BA,205,0,
CLI_7E2B01B4,1,157.71,2023-10-22,2023-10-22,ANTIGO,BA,436,0,
CLI_7E2BC386,1,335.45,2023-10-24,2023-10-24,NOVO,CE,434,0,
CLI_7E2CE54C,6,1036.85,2024-12-19,2023-07-31,ANTIGO,RJ,12,1,95.0
CLI_7E2D5842,1,69.93,2023-08-21,2023-08-21,NOVO,RN,498,0,
CLI_7E2D60EC,1,98.61,2024-03-29,2024-03-29,ANTIGO,SP,277,0,
CLI_7E2DA016,1,56.83,2024-10-08,2024-10-08,NOVO,MG,84,0,
CLI_7E306EC3,1,215.01,2023-08-12,2023-08-12,NOVO,SP,507,0,
CLI_7E3095FD,1,80.87,2024-10-17,2024-10-17,NOVO,SP,75,0,
CLI_7E323110,1,122.4,2024-06-11,2024-06-11,NOVO,SP,203,0,
CLI_7E3400E2,1,247.42,2024-06-20,2024-06-20,NOVO,SC,194,0,
CLI_7E34F04B,1,158.6,2023-09-24,2023-09-24,NOVO,RJ,464,0,
CLI_7E3659B3,1,78.68,2024-11-27,2024-11-27,NOVO,SC,34,0,
CLI_7E36D0CC,1,162.12,2024-09-27,2024-09-27,ANTIGO,RJ,95,0,
CLI_7E37E3D3,1,140.27,2024-06-16,2024-06-16,NOVO,SP,198,0,
CLI_7E383783,1,109.91,2024-09-16,2024-09-16,NOVO,SP,106,0,
CLI_7E3DF383,1,199.13,2023-10-03,2023-10-03,NOVO,MG,455,0,
CLI_7E3E891E,1,519.48,2024-05-02,2024-05-02,NOVO,PR,243,0,
CLI_7E3EB1E2,1,445.31,2023-07-20,2023-07-20,NOVO,SP,530,0,
CLI_7E3FC36E,2,350.03,2024-11-08,2023-11-25,NOVO,RJ,53,1,349.0
CLI_7E42D1E8,1,79.92,2023-11-05,2023-11-05,NOVO,PA,422,0,
CLI_7E46E255,1,61.12,2024-11-28,2024-11-28,NOVO,SP,33,0,
CLI_7E4770FB,1,205.18,2024-11-10,2024-11-10,NOVO,SP,51,0,
CLI_7E477976,1,372.05,2024-05-17,2024-05-17,ANTIGO,SP,228,0,
CLI_7E47843B,1,263.0,2024-04-15,2024-04-15,NOVO,SP,260,0,
CLI_7E47A4E4,1,488.0,2024-02-05,2024-02-05,NOVO,PR,330,0,
CLI_7E47F423,1,495.95,2023-11-12,2023-11-12,ANTIGO,RJ,415,0,
CLI_7E48D6CC,1,73.34,2024-11-21,2024-11-21,NOVO,SP,40,0,
CLI_7E4914D4,1,228.1,2023-07-15,2023-07-15,NOVO,SP,535,0,
CLI_7E4BDC71,1,158.55,2023-07-20,2023-07-20,NOVO,SP,530,0,
CLI_7E4C288E,1,116.37,2024-10-11,2024-10-11,NOVO,RJ,81,0,
CLI_7E4F4B6F,1,170.82,2024-02-19,2024-02-19,NOVO,MG,316,0,
CLI_7E503B12,1,86.11,2024-03-22,2024-03-22,NOVO,PR,284,0,
CLI_7E5051CF,2,361.77,2024-11-26,2023-09-17,ANTIGO,SP,35,1,436.0
CLI_7E52A741,1,144.96,2024-01-15,2024-01-15,ANTIGO,DF,351,0,
CLI_7E5392CF,1,288.51,2023-08-01,2023-08-01,NOVO,PR,518,0,
CLI_7E53BA2D,1,118.72,2023-12-16,2023-12-16,NOVO,SP,381,0,
CLI_7E549323,2,432.45000000000005,2023-09-25,2023-07-31,ANTIGO,MG,463,1,56.0
CLI_7E55161D,1,108.64,2024-02-19,2024-02-19,ANTIGO,RJ,316,0,
CLI_7E5625A3,1,442.2,2024-02-10,2024-02-10,ANTIGO,RJ,325,0,
CLI_7E575BF9,1,127.88,2023-09-24,2023-09-24,NOVO,MG,464,0,
CLI_7E57DB56,1,287.88,2023-09-12,2023-09-12,NOVO,SP,476,0,
CLI_7E59552B,1,434.54,2024-11-09,2024-11-09,NOVO,SP,52,0,
CLI_7E5BAA5D,1,267.82,2024-12-09,2024-12-09,NOVO,RJ,22,0,
CLI_7E5BF01E,1,225.84,2024-06-30,2024-06-30,NOVO,RS,184,0,
CLI_7E5F2B33,1,139.86,2023-08-21,2023-08-21,NOVO,SP,498,0,
CLI_7E60918D,1,295.4,2023-08-04,2023-08-04,NOVO,SP,515,0,
CLI_7E60F146,1,139.86,2023-08-21,2023-08-21,NOVO,SP,498,0,
CLI_7E647895,1,134.1,2024-06-30,2024-06-30,NOVO,SP,184,0,
CLI_7E691BE5,1,69.93,2023-08-21,2023-08-21,NOVO,BA,498,0,
CLI_7E6A0A11,1,158.9,2023-08-21,2023-08-21,ANTIGO,SP,498,0,
CLI_7E6A43FB,1,85.9,2024-10-16,2024-10-16,NOVO,RS,76,0,
CLI_7E6AB427,2,497.82000000000005,2024-06-22,2023-07-25,NOVO,DF,192,1,333.0
CLI_7E6B3486,2,262.3,2024-11-02,2024-09-27,NOVO,SP,59,1,36.0
CLI_7E6C6E71,2,559.64,2024-12-29,2024-09-16,ANTIGO,BA,2,1,104.0
CLI_7E6F91A2,1,130.9,2024-01-22,2024-01-22,NOVO,RJ,344,0,
CLI_7E6FCB34,1,182.42,2024-11-10,2024-11-10,ANTIGO,SC,51,0,
CLI_7E703F62,1,152.56,2024-03-15,2024-03-15,ANTIGO,SP,291,0,
CLI_7E70AE0A,1,239.84,2023-11-27,2023-11-27,NOVO,MG,400,0,
CLI_7E717930,1,278.79,2024-07-02,2024-07-02,NOVO,RS,182,0,
CLI_7E723680,1,139.86,2023-08-21,2023-08-21,NOVO,RS,498,0,
CLI_7E766DCE,1,69.93,2023-08-21,2023-08-21,NOVO,GO,498,0,
CLI_7E78E3B6,1,130.2,2024-07-12,2024-07-12,NOVO,SP,172,0,
CLI_7E7C5C65,1,172.95,2023-11-23,2023-11-23,NOVO,MG,404,0,
CLI_7E7D542B,2,967.58,2024-01-04,2023-11-21,ANTIGO,SC,362,1,44.0
CLI_7E7D79C6,1,139.26,2024-12-19,2024-12-19,NOVO,TO,12,0,
CLI_7E7D7FB2,2,625.82,2024-11-01,2024-09-04,ANTIGO,RJ,60,1,58.0
CLI_7E7F6FB2,1,233.1,2023-10-09,2023-10-09,NOVO,SP,449,0,
CLI_7E7FFE9F,1,142.05,2023-10-09,2023-10-09,NOVO,MG,449,0,
CLI_7E81A682,1,192.0,2024-06-04,2024-06-04,NOVO,MG,210,0,
CLI_7E885C1F,1,62.0,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_7E892C8A,1,69.93,2023-08-21,2023-08-21,NOVO,RS,498,0,
CLI_7E8BAD84,3,522.39,2024-10-07,2024-03-02,NOVO,SP,85,1,97.0
CLI_7E8BFC15,1,130.41,2024-03-31,2024-03-31,NOVO,SP,275,0,
CLI_7E905DA7,1,217.09,2024-09-04,2024-09-04,NOVO,PR,118,0,
CLI_7E910F3A,1,122.09,2024-11-30,2024-11-30,NOVO,RJ,31,0,
CLI_7E9280A4,1,314.5,2023-11-02,2023-11-02,NOVO,SP,425,0,
CLI_7E92DC98,1,80.87,2024-07-28,2024-07-28,ANTIGO,SP,156,0,
CLI_7E936DB8,1,125.18,2024-07-10,2024-07-10,NOVO,RJ,174,0,
CLI_7E9558F6,1,148.91,2023-10-31,2023-10-31,NOVO,SP,427,0,
CLI_7E9A3758,1,135.06,2023-09-18,2023-09-18,ANTIGO,RS,470,0,
CLI_7E9B717D,1,438.8,2023-09-24,2023-09-24,NOVO,RJ,464,0,
CLI_7E9BBE4A,3,709.8299999999999,2024-06-10,2023-07-03,ANTIGO,RJ,204,1,129.0
CLI_7E9DD3FF,1,102.23,2023-11-21,2023-11-21,ANTIGO,RJ,406,0,
CLI_7E9EBF98,5,915.6700000000001,2024-07-15,2023-08-16,NOVO,PR,169,1,26.0
CLI_7EA05D45,1,194.73,2023-11-10,2023-11-10,NOVO,BA,417,0,
CLI_7EA1163D,1,736.68,2023-10-17,2023-10-17,ANTIGO,TO,441,0,
CLI_7EA18C38,1,276.9,2024-01-23,2024-01-23,ANTIGO,SP,343,0,
CLI_7EA26948,1,259.0,2024-01-10,2024-01-10,NOVO,RJ,356,0,
CLI_7EA314E4,1,251.82,2024-03-01,2024-03-01,NOVO,MG,305,0,
CLI_7EA48CDD,1,193.78,2023-07-17,2023-07-17,NOVO,SP,533,0,
CLI_7EABCA7E,1,306.9,2023-11-17,2023-11-17,NOVO,GO,410,0,
CLI_7EADA133,1,75.32,2024-09-22,2024-09-22,NOVO,SP,100,0,
CLI_7EB3739D,4,518.02,2024-11-26,2023-08-27,NOVO,SP,35,1,89.0
CLI_7EB4045B,1,73.12,2024-10-04,2024-10-04,NOVO,RS,88,0,
CLI_7EB939F6,1,130.92,2023-11-12,2023-11-12,ANTIGO,RS,415,0,
CLI_7EB9D2FA,1,279.9,2023-09-14,2023-09-14,NOVO,SP,474,0,
CLI_7EBB2545,1,279.8,2024-07-12,2024-07-12,ANTIGO,RJ,172,0,
CLI_7EBDAF5B,1,131.82,2023-11-25,2023-11-25,ANTIGO,RJ,402,0,
CLI_7EBE14AD,1,63.94,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_7EC06867,1,65.44,2024-12-02,2024-12-02,NOVO,RJ,29,0,
CLI_7EC12E5F,1,308.64,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_7EC24001,3,528.67,2024-11-29,2024-07-23,ANTIGO,RJ,32,1,31.0
CLI_7EC2ED19,1,84.93,2023-11-05,2023-11-05,NOVO,SP,422,0,
CLI_7EC3BE74,1,231.79,2023-09-27,2023-09-27,ANTIGO,RN,461,0,
CLI_7EC40032,1,74.62,2024-09-21,2024-09-21,NOVO,MG,101,0,
CLI_7EC4A096,2,400.46,2024-02-12,2024-01-21,NOVO,PA,323,1,22.0
CLI_7ECAEDBE,1,168.9,2024-10-10,2024-10-10,NOVO,SP,82,0,
CLI_7ECB8BCA,1,108.81,2023-11-25,2023-11-25,ANTIGO,SP,402,0,
CLI_7ECF52FB,1,824.72,2024-11-20,2024-11-20,NOVO,SP,41,0,
CLI_7ECFE21B,4,1434.07,2024-11-22,2023-07-03,ANTIGO,RJ,39,1,136.0
CLI_7ED15A89,1,168.1,2024-11-01,2024-11-01,NOVO,MG,60,0,
CLI_7ED1BD2C,1,223.16,2024-07-28,2024-07-28,NOVO,RJ,156,0,
CLI_7ED31749,1,150.45,2023-08-21,2023-08-21,NOVO,PR,498,0,
CLI_7ED5CB37,1,240.99,2024-10-04,2024-10-04,NOVO,SC,88,0,
CLI_7ED79CAE,2,523.8399999999999,2024-05-29,2023-11-24,ANTIGO,SP,216,1,187.0
CLI_7ED83218,3,621.86,2024-10-12,2023-10-31,ANTIGO,RJ,80,1,95.0
CLI_7ED91DD5,2,414.14,2024-07-05,2024-02-09,NOVO,SP,179,1,147.0
CLI_7ED9F8B2,1,215.92,2023-11-11,2023-11-11,NOVO,SP,416,0,
CLI_7EDB3BB0,1,381.18,2023-12-10,2023-12-10,NOVO,AM,387,0,
CLI_7EDBF6A5,1,251.1,2024-06-09,2024-06-09,NOVO,MG,205,0,
CLI_7EDD1913,1,209.79,2024-10-07,2024-10-07,ANTIGO,SP,85,0,
CLI_7EDDBD1F,1,82.13,2024-09-28,2024-09-28,NOVO,SP,94,0,
CLI_7EDDE87C,3,341.31,2024-11-28,2024-07-29,NOVO,RJ,33,1,50.0
CLI_7EDE261F,1,178.9,2024-08-17,2024-08-17,NOVO,MG,136,0,
CLI_7EDF4D88,1,148.6,2023-08-08,2023-08-08,NOVO,MG,511,0,
CLI_7EE06BC1,1,92.7,2023-12-20,2023-12-20,NOVO,SP,377,0,
CLI_7EE1E217,2,189.26999999999998,2023-10-08,2023-07-16,ANTIGO,DF,450,1,84.0
CLI_7EE1F420,1,303.28,2024-01-30,2024-01-30,NOVO,BA,336,0,
CLI_7EE79C35,1,69.34,2024-08-26,2024-08-26,NOVO,RJ,127,0,
CLI_7EE79FA7,1,275.49,2024-05-30,2024-05-30,NOVO,PR,215,0,
CLI_7EE8BA02,1,235.85,2023-09-01,2023-09-01,NOVO,PA,487,0,
CLI_7EEA1074,1,169.84,2023-08-11,2023-08-11,NOVO,MS,508,0,
CLI_7EED3A3E,1,243.2,2024-05-05,2024-05-05,ANTIGO,SP,240,0,
CLI_7EEE52A7,1,161.38,2024-05-12,2024-05-12,NOVO,RS,233,0,
CLI_7EEF5B1B,1,237.84,2024-02-27,2024-02-27,NOVO,SP,308,0,
CLI_7EEFC95D,1,600.2,2024-11-28,2024-11-28,NOVO,SP,33,0,
CLI_7EEFFDF9,1,151.77,2023-11-06,2023-11-06,ANTIGO,BA,421,0,
CLI_7EF02480,1,133.81,2023-12-05,2023-12-05,NOVO,RJ,392,0,
CLI_7EF1756B,1,57.44,2024-12-02,2024-12-02,NOVO,RJ,29,0,
CLI_7EF23B2A,2,659.3399999999999,2023-11-13,2023-10-11,ANTIGO,SP,414,1,33.0
CLI_7EF36623,1,269.5,2024-01-26,2024-01-26,NOVO,SP,340,0,
CLI_7EF3C646,1,644.7,2024-05-06,2024-05-06,ANTIGO,SP,239,0,
CLI_7EF49145,2,928.76,2024-12-01,2024-11-12,NOVO,SP,30,1,19.0
CLI_7EF51B2F,1,127.88,2023-10-18,2023-10-18,NOVO,SP,440,0,
CLI_7EF56AE5,1,130.42,2024-06-11,2024-06-11,ANTIGO,MG,203,0,
CLI_7EF6947F,1,127.88,2023-09-14,2023-09-14,NOVO,RJ,474,0,
CLI_7EF7CB9A,1,130.19,2024-01-05,2024-01-05,ANTIGO,PR,361,0,
CLI_7EF80262,1,167.91,2023-08-12,2023-08-12,NOVO,SP,507,0,
CLI_7EF84C67,2,209.03000000000003,2024-11-08,2024-03-25,NOVO,RS,53,1,228.0
CLI_7EF883F2,1,129.79,2024-10-20,2024-10-20,NOVO,SP,72,0,
CLI_7EFC7858,1,159.3,2024-08-15,2024-08-15,ANTIGO,SP,138,0,
CLI_7EFE7543,1,79.61,2024-10-07,2024-10-07,ANTIGO,SP,85,0,
CLI_7F0056A5,1,252.63,2024-11-21,2024-11-21,NOVO,MS,40,0,
CLI_7F019050,2,1486.33,2024-12-02,2024-08-02,NOVO,MA,29,1,122.0
CLI_7F01A253,1,188.93,2024-03-08,2024-03-08,NOVO,SP,298,0,
CLI_7F02A1A1,1,80.6,2023-11-13,2023-11-13,NOVO,SP,414,0,
CLI_7F02F5D7,1,390.55,2024-09-23,2024-09-23,NOVO,PR,99,0,
CLI_7F088551,1,129.1,2024-11-06,2024-11-06,ANTIGO,SP,55,0,
CLI_7F0973A6,2,736.4200000000001,2023-11-20,2023-09-15,NOVO,RJ,407,1,66.0
CLI_7F0A7983,1,294.62,2024-08-24,2024-08-24,ANTIGO,MG,129,0,
CLI_7F0BC0A5,1,145.84,2024-07-31,2024-07-31,NOVO,RS,153,0,
CLI_7F0BC4C5,2,160.73000000000002,2024-08-23,2023-11-06,NOVO,MG,130,1,291.0
CLI_7F0C3D92,1,536.24,2023-11-25,2023-11-25,NOVO,RJ,402,0,
CLI_7F0CD4F7,1,96.34,2023-09-14,2023-09-14,NOVO,MG,474,0,
CLI_7F0EA503,1,269.93,2024-03-14,2024-03-14,NOVO,RJ,292,0,
CLI_7F0F8355,2,637.19,2024-08-04,2023-12-22,NOVO,MG,149,1,226.0
CLI_7F1085E6,1,127.89,2024-03-31,2024-03-31,NOVO,SP,275,0,
CLI_7F10BF1D,1,221.37,2024-08-23,2024-08-23,ANTIGO,SP,130,0,
CLI_7F129DB7,1,110.91,2024-10-06,2024-10-06,NOVO,SP,86,0,
CLI_7F139F68,3,644.25,2024-10-11,2024-07-10,NOVO,PR,81,1,73.0
CLI_7F16B8CF,2,614.8199999999999,2024-11-28,2024-10-11,ANTIGO,RJ,33,1,48.0
CLI_7F176B37,1,209.79,2023-08-21,2023-08-21,ANTIGO,MG,498,0,
CLI_7F18B97A,1,72.7,2023-12-10,2023-12-10,NOVO,RJ,387,0,
CLI_7F1A0B64,1,158.55,2023-07-20,2023-07-20,NOVO,MG,530,0,
CLI_7F1DED90,1,189.77,2024-11-27,2024-11-27,ANTIGO,MG,34,0,
CLI_7F1E6E6C,1,167.3,2023-11-08,2023-11-08,NOVO,MG,419,0,
CLI_7F2016BB,1,266.29,2024-03-20,2024-03-20,NOVO,SP,286,0,
CLI_7F21B226,1,155.86,2024-07-15,2024-07-15,NOVO,RJ,169,0,
CLI_7F23C8A3,1,885.7,2024-03-07,2024-03-07,NOVO,MT,299,0,
CLI_7F24E70B,3,886.1600000000001,2024-12-13,2023-11-02,ANTIGO,SE,18,1,266.0
CLI_7F26B987,1,268.8,2023-11-23,2023-11-23,NOVO,SP,404,0,
CLI_7F28968C,1,152.2,2024-07-30,2024-07-30,ANTIGO,SP,154,0,
CLI_7F2919E4,1,83.5,2024-08-06,2024-08-06,NOVO,MA,147,0,
CLI_7F2985A1,1,108.92,2023-11-13,2023-11-13,NOVO,SP,414,0,
CLI_7F29D1DA,2,252.07,2024-08-12,2023-11-05,NOVO,SC,141,1,281.0
CLI_7F2D7190,1,133.7,2024-03-25,2024-03-25,NOVO,AL,281,0,
CLI_7F2DA39A,1,89.2,2023-12-15,2023-12-15,NOVO,DF,382,0,
CLI_7F2E0FA8,4,1083.6399999999999,2024-11-06,2023-08-02,ANTIGO,PR,55,1,202.0
CLI_7F312AAC,1,301.33,2023-08-22,2023-08-22,NOVO,SP,497,0,
CLI_7F31338A,2,714.46,2023-12-03,2023-09-16,NOVO,SP,394,1,78.0
CLI_7F32DFED,1,76.93,2023-11-07,2023-11-07,NOVO,MG,420,0,
CLI_7F33DC98,2,1167.16,2024-12-20,2024-11-28,NOVO,BA,11,1,22.0
CLI_7F34D8F3,1,202.08,2024-02-11,2024-02-11,NOVO,SP,324,0,
CLI_7F364385,1,170.8,2023-11-21,2023-11-21,ANTIGO,MT,406,0,
CLI_7F36AF5B,4,623.39,2024-07-12,2023-08-09,ANTIGO,GO,172,1,114.0
CLI_7F38ECF9,1,139.8,2023-09-10,2023-09-10,ANTIGO,MS,478,0,
CLI_7F3901DA,1,116.96,2024-06-05,2024-06-05,NOVO,SP,209,0,
CLI_7F399818,1,251.32,2023-11-27,2023-11-27,ANTIGO,BA,400,0,
CLI_7F3AABA6,3,2241.58,2024-11-28,2023-11-18,ANTIGO,SP,33,1,7.0
CLI_7F3C13F4,1,92.44,2024-11-28,2024-11-28,NOVO,SC,33,0,
CLI_7F3CF584,1,369.0,2024-11-05,2024-11-05,NOVO,RJ,56,0,
CLI_7F3E4454,1,133.23,2024-03-20,2024-03-20,NOVO,MG,286,0,
CLI_7F3EE934,1,148.9,2024-01-23,2024-01-23,NOVO,SP,343,0,
CLI_7F41CD65,1,127.88,2023-07-04,2023-07-04,NOVO,SP,546,0,
CLI_7F42D434,1,104.09,2024-03-29,2024-03-29,NOVO,PR,277,0,
CLI_7F4526FC,1,163.2,2023-12-13,2023-12-13,NOVO,PR,384,0,
CLI_7F45568A,1,63.94,2024-11-30,2024-11-30,NOVO,SP,31,0,
CLI_7F45CB76,1,165.32,2024-03-14,2024-03-14,NOVO,AM,292,0,
CLI_7F45D152,6,2357.15,2024-12-20,2023-11-24,ANTIGO,RJ,11,1,175.0
CLI_7F45EA25,1,129.9,2023-08-23,2023-08-23,NOVO,RJ,496,0,
CLI_7F464A89,1,177.89,2024-01-04,2024-01-04,ANTIGO,MG,362,0,
CLI_7F483611,1,635.64,2023-10-05,2023-10-05,NOVO,RS,453,0,
CLI_7F4A748C,2,453.74,2024-11-27,2024-11-14,NOVO,SP,34,1,13.0
CLI_7F4A9CF0,1,69.93,2024-04-17,2024-04-17,NOVO,RJ,258,0,
CLI_7F4B9162,1,112.67,2023-11-24,2023-11-24,NOVO,SP,403,0,
CLI_7F51BBAD,2,530.07,2023-11-26,2023-10-22,NOVO,SP,401,1,35.0
CLI_7F55844A,1,159.3,2024-09-10,2024-09-10,NOVO,SP,112,0,
CLI_7F56D5CB,1,159.98,2024-07-18,2024-07-18,NOVO,RJ,166,0,
CLI_7F575056,2,369.43,2024-08-08,2024-01-18,NOVO,RJ,145,1,203.0
CLI_7F5899FC,2,334.23,2024-10-27,2023-12-04,NOVO,MG,65,1,328.0
CLI_7F595F9A,1,414.24,2023-11-27,2023-11-27,NOVO,SP,400,0,
CLI_7F5C61E1,1,236.15,2024-07-29,2024-07-29,ANTIGO,AC,155,0,
CLI_7F60450A,3,298.75,2024-03-25,2023-09-14,NOVO,SP,281,1,70.0
CLI_7F61E2CB,1,171.83,2024-01-10,2024-01-10,NOVO,RR,356,0,
CLI_7F6313AA,1,73.87,2024-12-16,2024-12-16,NOVO,SP,15,0,
CLI_7F636915,1,69.8,2023-07-25,2023-07-25,NOVO,ES,525,0,
